,objectid,State,District,st_area(sh,st_length(,Confirmed,Active,Recovered,Deceased,Zone,Population,Longitude,Latitude
534,539,Bihar,Nalanda,2888909771.1559176,433982.8463502576,6295,321,5932,42,1,2877653.0,85.45673900551274,25.20773188732032
535,540,Bihar,Araria,3490874120.497591,437248.7566978062,5542,380,5147,15,2,2811569.0,87.32688876810737,26.168571067082777
536,541,Bihar,Purnia,3992510435.54876,519928.8860100042,6927,366,6552,9,1,3264619.0,87.4352406774408,25.817539062777772
537,542,Gujarat,Aravalli,3886555090.662468,460999.6320066075,639,197,418,24,0,1039918.0,73.27594406247874,23.412108561785452
538,543,Gujarat,Botad,3081350843.462251,446477.4205771597,777,110,662,5,1,656005.0,71.72690534455677,22.103266786043456
539,544,Gujarat,Chhota Udaipur,4054131636.7669883,562514.7514274317,539,80,457,2,1,1071831.0,73.85688631409549,22.152570611473443
540,545,Gujarat,Mahisagar,2988717542.790413,421333.6237239178,1084,88,991,5,1,994624.0,73.63524520653333,23.161913727220675
541,546,Gujarat,Gir Somnath,4340580753.394108,444401.21635672665,1514,151,1342,21,1,1217477.0,70.79173835531229,20.86861335620559
542,547,Uttar Pradesh,Amethi,4140223758.5460773,593761.8969463167,2604,295,2286,23,2,1280800.0,81.63017935219219,26.27533386417166
543,548,Meghalaya,West Jaintia Hills,2332323418.15944,321080.7519179309,83,42,41,0,2,270352.0,92.30839521429851,25.53365135732876
544,549,Tripura,South Tripura,1785393551.0062985,354877.2894028094,2745,609,2117,16,2,876001,91.5871227975978,23.170061557141555
545,550,Delhi,North West Delhi,202363736.56807056,104192.92574502924,32,31,0,1,0,3651261.0,77.02420852278985,28.724772058199903
546,551,Uttar Pradesh,Sambhal,3157227870.6437397,406046.1289679206,2390,215,2136,39,1,2217020.0,78.61027934986795,28.44896914731919
547,552,Haryana,Charkhi Dadri,1797297708.177387,324365.86511242465,693,167,522,4,1,502276.0,76.20014281967823,28.59634900178961
548,553,Manipur,Thoubal,362765744.9585546,211022.64976629047,1197,1157,23,17,2,420517.0,94.03035313625482,24.62098773216015
549,554,Manipur,Ukhrul,2636689842.2510858,346182.0595530753,364,346,18,0,2,183115.0,94.3749963408429,25.310601671223154
550,555,West Bengal,Alipurduar,3455633178.3545628,374951.2032271758,5193,563,4565,65,2,1700000.0,89.42424827968709,26.575408257678262
551,556,Madhya Pradesh,Datia,3316140432.048949,615195.3607465103,1271,115,1138,18,2,786754.0,78.5494602641033,25.711378203621663
552,557,Rajasthan,Rajsamand,5692261031.963073,790457.1678884847,2051,183,1844,24,1,1158283.0,73.97502880719162,25.315390391002143
553,558,Uttar Pradesh,Mahoba,4022226338.382229,621728.5955849858,918,89,820,9,2,708831.0,79.67054019185701,25.303545213392944
554,559,Rajasthan,Chittorgarh,9506564082.017448,1096766.6386656682,1885,174,1691,20,1,1544392.0,74.82470484298857,24.81236230329406
555,560,Madhya Pradesh,Panna,8603292574.77675,908471.5677256908,725,73,649,3,2,1016520.0,80.20550994328956,24.511502676827824
556,561,Gujarat,Surendranagar,10813475595.950485,1090555.6480898762,1935,341,1583,11,1,1585268.0,71.59449892968074,22.80136262082794
557,562,Gujarat,Anand,3252468553.316441,413586.292601997,1182,45,1121,16,0,2092745,72.82740776635194,22.56485576740209
558,563,Madhya Pradesh,Betul,11736896136.390005,800314.9790998079,2029,393,1589,47,1,1575362.0,77.88616283165972,21.915574775465547
559,564,Gujarat,Junagadh,5852199547.709743,619256.4431058521,3060,355,2672,33,2,1525605.0,70.40486431388595,21.393873791193567
560,565,Gujarat,Devbhoomi Dwarka,4904139477.6128645,742263.1732925355,618,135,478,5,2,752484.0,69.34000169416373,22.27335982873093
561,566,Gujarat,Morbi,5759468598.3608,662040.8187998701,1810,224,1570,16,2,960329.0,70.88795740036906,22.809631325846894
562,567,Jammu and Kashmir,Kupwara,3843550240.118131,322491.78985549754,3827,643,3114,70,1,875564.0,74.25483776163055,34.43526717887417
563,568,Jammu and Kashmir,Bandipora,3742379838.3928986,408805.2839949753,3646,398,3207,41,0,385099.0,74.77821409287718,34.378250519070235
564,569,Jammu and Kashmir,Baramulla,3157864482.20098,335041.48214265314,4761,1448,3187,126,1,1015503.0,74.38631421758484,34.172805045301835
565,570,Jammu and Kashmir,Ganderbal,2178037753.336605,337700.58100779896,3075,265,2780,30,1,297003.0,74.96003791644269,34.282640306016994
566,571,Jammu and Kashmir,Budgam,1915340598.4627,219592.03253323265,5263,766,4408,89,1,755331.0,74.64392072238586,33.89706739796549
567,572,Jammu and Kashmir,Punch,6217927908.7215,470485.3329586122,1957,826,1113,18,2,476835,74.29125929033344,33.67313015243692
568,573,Jammu and Kashmir,Shopian,736657384.6908134,196055.92865887933,2079,151,1896,32,0,265960.0,74.84743959495167,33.74307131036932
569,574,Jammu and Kashmir,Kulgam,1699266676.1032858,340109.25787351065,2317,86,2188,43,1,423181.0,74.89674900380695,33.629236279843255
570,575,Jammu and Kashmir,Rajouri,3854903049.745335,373626.4644792368,2921,527,2355,39,1,619266.0,74.49616638017746,33.28324631151239
571,576,Jammu and Kashmir,Ramban,1722965695.3311007,228381.87607334074,1430,116,1303,11,1,283313.0,75.18270181430648,33.276057890957645
572,577,Jammu and Kashmir,Doda,3401144550.5648136,337757.5019883141,2371,829,1504,38,2,409576.0,75.73667749690762,33.0484057558953
573,578,Himachal Pradesh,Chamba,9226894286.254791,671987.3115413936,932,119,797,12,1,515844.0,76.39808842843522,32.58913775464972
574,579,Jammu and Kashmir,Kathua,3500894965.0697,374786.1038708221,2218,139,2051,28,1,615711.0,75.55656895515934,32.60063687032194
575,580,Punjab,Gurdaspur,3626197067.456954,390872.4721072809,6311,439,5705,167,1,2299026.0,75.21849428522566,31.87623090403473
576,581,Himachal Pradesh,Kullu,7646500318.51678,503497.86121718865,791,301,476,12,2,437474.0,77.39167688011223,31.893688160152465
577,582,Himachal Pradesh,Mandi,5461951163.297797,402401.9352364463,1946,579,1339,28,2,999518.0,76.96281664023037,31.655710638666314
578,583,Himachal Pradesh,Una,2133789564.3254907,293212.97692628537,1386,210,1162,14,1,521057.0,76.18129316022312,31.60389348777373
579,584,Punjab,Tarn Taran,3322890088.706964,374677.1055055557,1763,136,1553,74,1,1119627,74.88279600193259,31.390580723900875
580,585,Himachal Pradesh,Solan,2645999742.086393,368951.3063751765,3244,484,2716,34,1,576670.0,76.92415748929596,31.049730176549268
581,586,Punjab,Shahid Bhagat Singh Nagar,1730419888.2000165,314192.1070194002,1757,164,1537,56,1,612310,76.0638112493665,31.169776032359522
582,587,Punjab,Fazilka,3879929468.341561,415980.8104917471,2588,411,2135,42,2,1180483.0,74.20253207195829,30.320330301575975
583,588,Punjab,Moga,3036136858.1523905,345148.01436812175,2353,277,2000,76,1,992289.0,75.16921957689598,30.808300391527958
584,589,Punjab,Ludhiana,5019782020.351835,469716.4258701858,18853,508,17555,790,0,3487882.0,75.82471379633195,30.74845143106764
585,590,Uttarakhand,Chamoli,10549102599.287071,619157.7523460857,1193,272,918,0,2,391114.0,79.51559998914831,30.45942333242289
586,591,Himachal Pradesh,Sirmaur,3838334506.051303,411611.1927908275,1927,170,1742,15,1,530164.0,77.40426370193501,30.688528425477724
587,592,Uttarakhand,Tehri Garhwal,5276176446.1402645,643117.0932365453,2663,605,2046,4,2,616409.0,78.48163850255071,30.476377400469755
588,593,Punjab,Sri Muktsar Sahib,3555272499.939007,416546.0321214807,2648,437,2162,49,1,902702.0,74.55784223505458,30.34817469830359
589,594,Uttarakhand,Rudraprayag,2686932402.274391,294312.11421455065,785,158,624,2,2,236857.0,79.08669818038922,30.464661131910077
590,595,Uttarakhand,Pithoragarh,9679194216.17333,714343.360057024,1175,220,950,5,2,485993.0,80.31166980437935,30.156852050249963
591,596,Haryana,Yamunanagar,2317238062.037301,315756.05333048786,4548,295,4167,86,1,1214162.0,77.2800668294525,30.24534065804668
592,597,Uttar Pradesh,Saharanpur,4970892071.351747,438981.3612191681,7316,771,6435,110,0,2848152.0,77.58827826532627,29.910957614511727
593,598,Punjab,Mansa,2930573589.6566052,403828.18244890077,1703,180,1490,33,1,768808.0,75.42023576378264,29.860487440205606
594,599,Haryana,Kurukshetra,2248965042.03269,301895.7231937754,5961,453,5413,95,1,964231.0,76.80779707540093,30.04061252755678
595,600,Uttarakhand,Bageshwar,2990239606.2434,370198.4882346315,720,128,588,4,2,259840.0,79.87836589703765,29.97900512544645
596,601,Uttarakhand,Pauri Garhwal,7047634795.073005,485903.0084747236,2153,545,1564,21,2,686572.0,78.83070490817057,29.90583504976013
597,602,Uttarakhand,Almora,4182304382.759161,462107.68759848154,1543,143,1386,8,2,622506,79.46678520955162,29.67022421230669
598,603,Haryana,Jind,3658634977.446397,456507.4465557873,2320,228,2050,42,1,1332042.0,76.28083544082091,29.42400806001586
599,604,Uttarakhand,Champawat,2334290112.415121,319071.11655989377,906,243,654,5,2,259315.0,80.01893060179988,29.286667877372878
600,605,Haryana,Sonipat,2863218215.919881,326244.18159582064,8712,375,8289,48,0,1480080.0,76.88259473692887,29.022775549950182
601,606,Uttar Pradesh,Moradabad,2933123221.8382144,513741.889623772,9087,1086,7851,150,0,3749630.0,78.80346744381681,28.84477422523424
602,607,Haryana,Bhiwani,4325746201.396769,465062.8541904607,3027,245,2743,39,1,1629109.0,75.87372597911497,28.766606146216798
603,608,Uttar Pradesh,Shamli,1674062353.3587995,235745.9026984934,2535,241,2273,21,1,1377840.0,77.28020397858404,29.467393812752274
604,609,Punjab,Firozpur,3221492056.9873924,417312.8447419013,3927,312,3506,109,1,965337.0,74.80985084447849,30.918763778053403
605,610,Jammu and Kashmir,Samba,1336135778.739489,271527.3959660749,1926,471,1431,24,1,318611.0,75.09801881769063,32.60941002895029
606,611,Punjab,Kapurthala,2243646416.2193394,518646.05345972406,3652,387,3114,151,1,815168,75.51202367719208,31.34792568078781
607,612,Chhattisgarh,Balrampur,7491715748.245915,727195.2173491709,1252,282,966,4,2,598855.0,83.54455880916628,23.50696868680409
608,613,Karnataka,Vijayapur,11515600089.681637,733407.8885635736,10547,1095,9280,172,1,2177331.0,75.94713892808909,16.871659529452348
609,614,Uttar Pradesh,Hamirpur,4822303924.252731,572215.9349841459,1133,100,1014,19,2,1042374.0,79.88356423551426,25.72805177554596
610,615,Himachal Pradesh,Hamirpur,1544876661.3714266,224524.5847210229,985,154,824,7,1,1042374.0,76.55088445331958,31.676741340632024
611,616,Rajasthan,Pratapgarh,5324406654.0707035,513081.08413588343,845,88,745,12,2,2727156.0,74.65510633856073,24.008505562241453
612,617,Uttar Pradesh,Pratapgarh,4604305889.766834,597787.4641379329,3884,301,3538,45,1,2727156.0,81.8782807945697,25.866451339028096
613,618,Puducherry,Mahe,9293844.37678457,27726.68497848385,523,232,287,4,2,41816,75.5382977130377,11.727433674409516
614,619,Dadra and Nagar Haveli and Daman and Diu,Diu,38491700.00002637,45663.61412242301,306,3,300,0,2,52074,70.95608151076367,20.718203742559666
615,620,Uttar Pradesh,Rae Bareli,4071013633.641032,511433.9356245982,3137,500,2550,87,0,2872204.0,81.10199890962318,26.23557191852756
616,621,Meghalaya,Ribhoi,2973016618.084227,448584.2979636053,681,319,361,1,2,258840,91.91284115492935,25.96435277692723
617,622,Manipur,Kamjong,2821856146.546958,281272.2607481005,173,156,17,0,2,45616,94.32691554835111,24.718954620907223
618,623,Meghalaya,East Jaintia Hills,2354657669.1949515,267107.4683555172,379,39,340,0,2,122436.0,92.54305232607138,25.260667667438263
619,624,Meghalaya,East Khasi Hills,3452097537.8821025,325184.099170629,4723,1693,2975,55,1,824059.0,91.99911546058439,25.42258344105332
620,625,West Bengal,Dakshin Dinajpur,2751830140.8818283,431081.0418352545,5759,411,5308,40,2,1670931.0,88.61114234483695,25.36947573214003
621,626,Manipur,Kakching,368430359.9395399,231294.4954312147,323,295,27,1,2,135481.0,93.92907392558203,24.403760581993698
622,627,West Bengal,Bankura,8187903558.648594,556354.2735765565,6023,508,5452,63,2,3596674,87.10918468466059,23.1209292132409
623,628,Odisha,Mayurbhanj,12139823061.135635,852601.9836489832,9028,1193,7804,31,2,2519738.0,86.42344479262385,21.843864110580125
624,629,Odisha,Kendujhar,9655718823.707212,736918.3555286385,4982,559,4409,14,2,1801733.0,85.76188891435442,21.506239892453756
625,630,Odisha,Jharsuguda,2423662461.3336987,396880.862428353,5125,488,4634,3,2,579505.0,83.93280788856443,21.856920978612973
626,631,Odisha,Bargarh,6760578551.05886,664762.4220154961,7171,888,6270,13,2,1481255.0,83.2389476070908,21.216167874758685
627,632,Delhi,Shahdara,47163332.48375805,36101.707196490715,48,48,0,0,0,322931.0,77.30901960180698,28.691500877384765
628,633,Assam,Hojai,1808849458.9495847,286566.0248053616,1646,474,1160,12,2,931218.0,92.98569661763297,26.01881538729383
629,634,Manipur,Imphal East,543995350.6923151,262137.6917572923,1875,1841,16,18,2,452661.0,94.01683592239041,24.855639955751073
632,637,West Bengal,Kalimpong,1372158396.6422105,193866.0758045378,1091,135,949,7,0,251642.0,88.60037354153053,27.037277179895646
633,638,West Bengal,Jhargram,3637798115.293543,537526.1971186602,1002,206,786,10,2,1136548.0,86.96557254992612,22.354368366692576
634,639,West Bengal,Cooch Behar,4225581631.2979608,1047306.9363284395,6500,780,5677,43,2,2822780.0,89.24330440051813,26.251517852137955
635,640,Uttarakhand,Uttarkashi,10930281998.106493,817689.3772237471,2259,612,1613,9,2,329686.0,78.57550625289215,30.911214595853906
636,641,Odisha,Sambalpur,7707976276.344624,713756.6629193992,6864,1015,5825,24,2,1041099.0,84.37579835216664,21.456675105812362
637,642,Lakshadweep,Lakshadweep,31123937.22684744,147600.40219415983,0,0,0,0,2,64473.0,72.84542069063288,10.462543347017208
638,643,Bihar,Sheohar,553963865.1221721,195084.9104398111,1129,64,1064,1,2,656916.0,85.30164841652078,26.497402108582666
639,644,Assam,Dhubri,1940842381.3590355,553194.1614260123,1723,498,1215,10,1,1948632.0,90.01601332573972,26.189343432936866
640,645,Nagaland,Kiphire,1444111010.8278296,223032.36166706466,16,0,16,0,2,74004.0,94.77827335902973,25.777342531883967
641,646,Assam,Dima Hasao,6008052127.162643,565250.6675392864,237,38,199,0,2,214102.0,93.09572247447127,25.352682852926474
642,647,Nagaland,Peren,2045198173.1719704,279704.72339399834,361,10,351,0,2,95219.0,93.55795909118005,25.449689825512966
643,648,Meghalaya,South Garo Hills,2362719042.0452642,276938.71577770583,50,13,37,0,2,142574.0,90.72828137411827,25.372117542619176
644,649,Bihar,Khagaria,1840770282.7011487,330419.99248697393,2758,95,2653,10,2,1666886.0,86.62544466966531,25.535436617128457
645,650,Bihar,Saharsa,2067582870.9483235,342190.7692280658,5077,256,4814,7,2,1900661.0,86.53655496499483,25.83688346453917
646,651,Jharkhand,Sahibganj,2681404731.176646,337447.4474450876,1375,98,1268,9,2,1150567,87.66060155557423,24.946856619882436
647,652,Bihar,Kaimur,4118104750.389116,426988.53944311687,1706,52,1645,9,1,1626384.0,83.61308995959963,25.07390493484021
648,653,Assam,Hailakandi,1612208216.7264595,295141.4871151169,1632,509,1116,7,2,659260.0,92.58773211127226,24.439138242749795
649,654,Bihar,Jamui,3777780213.3984666,455368.1614130343,2512,255,2251,6,2,1760405.0,86.28189180602888,24.74319895601462
650,655,Bihar,Banka,3697942404.649568,387393.23465750396,2742,259,2474,9,1,2034763.0,86.84107693438433,24.845512876839177
651,656,Jharkhand,Dumka,4555289501.228439,455941.0172786057,1139,214,917,8,2,1321442.0,87.25272137047797,24.295590173932247
652,657,Madhya Pradesh,Shahdol,6797766766.033738,675718.5341148654,2107,245,1839,23,1,1066063.0,81.5423960881777,23.50005202482659
653,658,Madhya Pradesh,Umaria,5459952475.015007,520436.4029272964,715,144,562,9,2,644758.0,80.95352625314138,23.605935552355323
654,659,Chhattisgarh,Koriya,7892629269.938998,603558.7787017946,1816,339,1466,11,2,586327.0,82.17838851615689,23.52841361218592
655,660,Jharkhand,Lohardaga,1792668250.1152554,279382.5921170699,1356,335,1013,8,2,461790.0,84.68268850313386,23.48122410080825
656,661,Jharkhand,Gumla,6361445492.439436,638481.6179179953,1746,199,1545,2,2,1025213.0,84.53367104044416,23.10791727808649
657,662,Madhya Pradesh,Dindori,6807216943.904169,706491.4390699387,542,86,456,0,1,704524,81.12961948458076,22.827758139038938
658,663,Chhattisgarh,Jashpur,6915675344.153191,560096.7114853476,1264,259,1001,4,2,851669,83.84159731492532,22.80464620280592
659,664,Chhattisgarh,Korba,7779815714.434304,523439.6281826668,4203,1187,3009,7,1,1206640,82.52312038572524,22.451624970967927
660,665,Madhya Pradesh,Seoni,10286648755.409046,779330.0445099083,1074,144,923,7,2,1379131.0,79.63150806774117,22.30125580498127
661,666,Jharkhand,Simdega,4440960206.3088455,448994.1331522053,1704,188,1512,4,1,599578.0,84.60886226433836,22.628087006833034
662,667,Madhya Pradesh,Alirajpur,3916385522.0225677,530881.6825575341,988,37,938,13,1,728999.0,74.314866819453,22.308760712158012
663,668,Chhattisgarh,Kabeerdham,4911989957.247214,480794.828348106,2394,288,2092,14,2,822526,81.18043838374186,21.996112314491945
664,669,Maharashtra,Nandurbar,6927635806.902197,792850.0151278961,5695,716,4853,126,1,1309135.0,74.19745802139204,21.53974409691759
665,670,Chhattisgarh,Bemetara,3335296128.4130287,463266.1817408704,1617,190,1407,20,2,197035.0,81.47783653225424,21.771711945478646
666,671,Chhattisgarh,Rajnandgaon,9310041645.84828,838460.1074077919,8804,1490,7272,42,2,1537133.0,80.8322581344868,21.07533667607534
667,672,Maharashtra,Dhule,8301439903.098327,672253.4570086262,12929,754,11837,336,0,1707947.0,74.5968142436772,21.066058398071785
668,673,Gujarat,Tapi,3630625614.5501094,640550.0588826783,699,29,665,5,1,806489.0,73.7003415405962,21.215012148366462
669,674,Nagaland,Zunheboto,1948937305.3001077,308619.7276063505,125,0,122,0,2,140757.0,94.52084202083309,26.050132623385643
670,675,Meghalaya,West Garo Hills,3153745841.88029,366942.1855041338,878,199,677,2,2,518390.0,90.11212470260836,25.802230097231178
671,676,Meghalaya,East Garo Hills,2027785040.5643227,244511.3931554848,127,19,108,0,2,132257.0,90.69193972182487,25.617540343865485
672,677,Arunachal Pradesh,East Siang,2110245766.8287668,230047.31294823,626,118,505,3,2,99019.0,95.45225943629858,28.16901034160129
673,678,Arunachal Pradesh,Kurung Kumey,5538812981.217408,388281.6019025562,93,30,63,0,2,89717.0,93.05422603971094,27.8734655289075
674,679,Arunachal Pradesh,East Kameng,5566351186.062982,451310.2107111661,287,21,266,0,2,78413.0,93.00011905816137,27.57106764730618
675,680,Arunachal Pradesh,West Kameng,6395584435.124298,424977.0571326772,600,66,531,3,2,87013.0,92.70466399872642,27.293838639718825
676,681,Bihar,Lakhisarai,1491513520.8320658,254275.26147227985,2887,181,2698,8,1,1000912.0,86.07897169276718,25.140066570238027
677,682,Bihar,Sheikhpura,845452667.5322565,243275.92544297143,2473,146,2320,7,2,634927.0,85.8376868225156,25.132379231537456
678,683,Bihar,Arwal,783809625.5688357,210246.94983799304,1915,88,1819,8,1,699000.0,84.72643808804304,25.183193143700617
679,684,Bihar,Jehanabad,1151068029.7461836,250329.6957349985,3167,203,2955,9,1,1125313,85.04008316929908,25.157572922992138
680,685,Chhattisgarh,Mungeli,3251481024.6757483,488556.4458984076,1839,398,1437,4,2,701707.0,81.73960297648405,22.2043695768384
681,686,Madhya Pradesh,Agar Malwa,3535701081.2133455,420901.2352413058,411,21,382,8,1,480000.0,76.01053057085393,23.85840971106346
682,687,Meghalaya,South West Khasi Hills,1765348777.9470363,268090.95401630213,25,17,8,0,2,110152.0,91.07496120288536,25.296090007845084
683,688,Meghalaya,North Garo Hills,1465099638.7302015,277239.9521032928,66,18,48,0,2,118325.0,90.8142925876467,25.891742322735826
684,689,Meghalaya,South West Garo Hills,1076058351.515525,150121.36266563088,81,41,39,1,2,170794.0,89.96075676356364,25.53272370749906
685,690,Tripura,Khowai,1204653793.1885624,218085.48796404863,1681,126,1529,26,2,"327,391",91.65441507850288,23.96190689656028
686,691,Tripura,Unakoti,827079369.6662482,191409.6389089813,2109,554,1539,16,2,"277,335",92.03556118496618,24.21347552610842
687,692,Assam,Charaideo,1352678301.95174,261612.06481133238,113,2,105,6,2,325056.0,95.11568369289209,27.0900792966071
688,693,Assam,Majuli,995275738.9022721,214771.5706385811,165,82,80,3,2,167304.0,94.28288270422041,27.017620888879275
689,694,Assam,South Salmara-Mankachar,847855989.8192452,264719.6472031908,51,4,47,0,2,555114.0,89.99482694646248,25.798513051489035
690,695,Assam,Karbi Anglong,9128121979.520456,903285.0774860074,632,71,552,9,2,965280.0,93.32976725599566,26.195107891543596
691,696,Assam,West Karbi Anglong,3809976224.747204,488925.4792887157,39,1,37,1,2,813311.0,92.5283152403784,25.85443908501362
693,698,Arunachal Pradesh,Namsai,1717611160.169774,199586.18723107726,277,57,218,2,2,95950.0,95.8189964159137,27.634498272777268
694,699,Arunachal Pradesh,Longding,1181908403.2392035,206109.32307188708,186,22,164,0,2,6000024.0,95.2541724053392,26.878928421606034
695,700,Manipur,Jiribam,400972993.92575496,130651.063411852,177,175,2,0,2,43818.0,93.15439390527602,24.675764555375775
697,702,Manipur,Pherzawl,2565761798.0637035,312733.3175788776,33,18,15,0,2,47250.0,93.16659352960383,24.271306740548223
698,703,Odisha,Deogarh,3413895628.948686,450717.2874534665,779,129,649,1,2,312520.0,84.7982797520159,21.44271109258442
699,704,Ladakh,Kargil,20144529939.146267,1058773.7440776008,1729,275,1417,37,1,143388.0,76.82360337055383,33.59812962403551
700,705,Jammu and Kashmir,Kishtwar,12089660853.939957,662750.8207736328,1471,260,1200,11,2,231037.0,76.24332705161387,33.48233467185392
701,706,Jammu and Kashmir,Reasi,3046767052.775751,433432.84886103374,1098,194,898,6,1,314714.0,74.7559142415726,33.17227776846849
702,707,Himachal Pradesh,Lahaul and Spiti,19596841008.836426,1090818.406713094,176,53,123,0,2,31528.0,77.50714992706226,32.454732039771606
703,708,Himachal Pradesh,Kinnaur,8799546143.622648,616190.1857277908,206,21,183,2,2,84298.0,78.4216435777768,31.621871485968946
704,709,Arunachal Pradesh,Upper Siang,8863006016.275614,550669.56470103,162,23,139,0,2,33146.0,95.27070907374983,28.694814490292032
705,710,Arunachal Pradesh,Lower Siang,2242122761.785211,350249.6204705154,260,46,214,0,2,80597.0,94.50430637614507,27.701855777778896
706,711,Arunachal Pradesh,Dibang Valley,12577378776.42819,672728.7583091346,11,7,4,0,2,7948.0,95.56631659671277,28.838457438830652
707,712,Arunachal Pradesh,Lower Dibang Valley,4615056117.412895,455337.25495125604,233,37,196,0,2,53986.0,95.57294204860648,28.264808145853838
708,713,Arunachal Pradesh,Siang,4472923810.127839,433635.92179656704,54,8,46,0,2,31920.0,94.80897706540719,28.384097488575705
709,714,Jammu and Kashmir,Udhampur,3178078793.726253,371949.40323651046,2443,312,2109,22,1,555357.0,75.3063605338516,32.84909982136085
710,715,Bihar,Aurangabad,4025153508.7045045,415670.8242093533,3854,188,3656,10,1,2897013.0,84.3845761881301,24.695180607934642
711,716,Chhattisgarh,Bijapur,9880066459.688812,631292.2412263171,2215,380,1829,6,2,229832.0,80.86120672428123,18.68992621353725
712,717,Puducherry,Yanam,34278853.0615551,46212.834630335055,1765,143,1580,42,2,55626,82.23931978684092,16.734782089417358
713,718,Madhya Pradesh,Niwari,1618556433.9412055,528477.8624947774,343,13,329,1,2,23724.0,78.79193566470752,25.339543466259553
714,719,Telangana,Jayashankar Bhupalapally,3272978828.86075,373175.6831677368,1474,1474,0,0,1,711434.0,79.90511593883213,18.500805940578307
715,720,Telangana,Narayanpet,2586399864.3614783,367859.0178058661,844,843,0,1,1,41752.0,77.52767967219498,16.646863480827495
716,721,Arunachal Pradesh,Shi-Yomi,3442420525.6510267,274667.1046582876,26,2,24,0,2,13310.0,94.24362533796516,28.6146544028238
718,723,Arunachal Pradesh,West Siang,1749735750.2447634,236889.1298532429,640,267,373,0,2,112272.0,94.61502259092222,28.164640861380853
720,725,Arunachal Pradesh,Kamle,1672420910.602933,256025.73488117463,15,11,4,0,2,2225620.0,94.21843543174465,27.71905857999854
